payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,valid_date
T66588019127,15913,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30 days
T50041770733,15913,4.99,2025-01-17,Student Plan,2025-02-16,churned,False,30 days
T83125736017,15914,7.99,2024-12-17,Standard,2025-01-16,active,True,30 days
T60271925594,15914,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T60822757458,15914,7.99,2025-02-21,Standard,2025-03-23,churned,False,30 days
T87200628824,15915,7.99,2024-12-17,Standard,2025-01-16,active,True,30 days
T60796625296,15915,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T52817852867,15915,7.99,2025-02-19,Standard,2025-03-21,active,True,30 days
T71651298432,15916,7.99,2024-12-17,Standard,2025-01-16,active,True,30 days
T80554806250,15916,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T80554806250,15916,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T80554806250,15916,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T63728415652,15916,7.99,2025-02-19,Standard,2025-03-21,active,True,30 days
T72488848901,15917,7.99,2024-12-17,Standard,2025-01-16,active,True,30 days
T94023213539,15917,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T86392167696,15917,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T80092630157,15918,12.99,2024-12-17,Premium,2025-02-15,active,True,60 days
T67922065842,15918,12.99,2025-02-16,Premium,2025-04-17,active,True,60 days
T75252065049,15919,12.99,2024-12-17,Premium,2025-02-15,active,True,60 days
T57905806787,15919,12.99,2025-02-17,Premium,2025-04-18,active,True,60 days
T53677046829,15920,4.99,2024-12-17,Student Plan,2025-01-16,active,True,30 days
T71681363975,15920,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30 days
T65952163998,15920,4.99,2025-02-23,Student Plan,2025-03-25,active,True,30 days
T71619525003,15921,12.99,2024-12-17,Premium,2025-02-15,active,True,60 days
T97139419901,15921,12.99,2025-02-20,Premium,2025-04-21,active,True,60 days
T52722160212,15922,12.99,2024-12-18,Premium,2025-02-16,active,True,60 days
T96980161805,15922,7.99,2025-02-18,Standard,2025-03-20,active,True,30 days
T91733515922,15923,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T64222132138,15923,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T70768928580,15923,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T71477099861,15924,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T76025318558,15924,7.99,2025-01-18,Standard,2025-02-17,active,True,30 days
T62264689337,15924,4.99,2025-02-20,Student Plan,2025-03-22,active,True,30 days
T65237132130,15925,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T74679041850,15925,4.99,2025-01-22,Student Plan,2025-02-21,churned,False,30 days
T86934417528,15926,7.99,2024-12-18,Standard,2025-01-17,churned,False,30 days
T84956009728,15927,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T92325906721,15927,4.99,2025-01-20,Student Plan,2025-02-19,active,True,30 days
T73989842007,15927,4.99,2025-02-22,Student Plan,2025-03-24,active,True,30 days
T65856367902,15928,7.99,2024-12-18,Standard,2025-01-17,active,True,30 days
T90099390000,15928,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T75164273035,15929,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T78398595678,15929,12.99,2025-01-19,Premium,2025-03-20,churned,False,60 days
T82323049324,15930,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T99155868972,15930,4.99,2025-01-21,Student Plan,2025-02-20,churned,False,30 days
T70571005308,15931,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T82395281763,15931,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T61627660633,15931,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30 days
T64474385144,15932,12.99,2024-12-18,Premium,2025-02-16,active,True,60 days
T90423877537,15932,12.99,2025-02-17,Premium,2025-04-18,active,True,60 days
T71001701264,15933,7.99,2024-12-18,Standard,2025-01-17,churned,False,30 days
T64391161507,15934,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30 days
T63022079986,15934,4.99,2025-01-19,Student Plan,2025-02-18,active,True,30 days
T86343469233,15934,4.99,2025-02-20,Student Plan,2025-03-22,active,True,30 days
T66554921488,15935,12.99,2024-12-19,Premium,2025-02-17,active,True,60 days
T82308712860,15935,12.99,2025-02-21,Premium,2025-04-22,churned,False,60 days
T78400010448,15936,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T68269950773,15936,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T79951289659,15936,7.99,2025-02-19,Standard,2025-03-21,churned,False,30 days
T80248666899,15937,4.99,2024-12-19,Student Plan,2025-01-18,active,True,30 days
T64437925631,15937,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T56040055663,15937,4.99,2025-02-24,Student Plan,2025-03-26,active,True,30 days
T91893100320,15938,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T77198765804,15938,12.99,2025-01-19,Premium,2025-03-20,active,True,60 days
T94854461842,15939,7.99,2024-12-19,Standard,2025-01-18,churned,False,30 days
T96994280545,15940,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T99473854832,15940,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T65997590129,15940,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T50717321721,15941,4.99,2024-12-19,Student Plan,2025-01-18,active,True,30 days
T85152584941,15941,12.99,2025-01-23,Premium,2025-03-24,active,True,60 days
T97045943058,15942,4.99,2024-12-19,Student Plan,2025-01-18,active,True,30 days
T91549456636,15942,12.99,2025-01-23,Premium,2025-03-24,active,True,60 days
T52182831249,15943,12.99,2024-12-19,Premium,2025-02-17,active,True,60 days
T64819724081,15943,12.99,2025-02-19,Premium,2025-04-20,active,True,60 days
T74273527832,15944,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T89685204947,15944,7.99,2025-01-22,Standard,2025-02-21,active,True,30 days
T77877763807,15944,7.99,2025-02-26,Standard,2025-03-28,active,True,30 days
T72232459513,15945,4.99,2024-12-19,Student Plan,2025-01-18,active,True,30 days
T55583163073,15945,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T71509054647,15945,4.99,2025-02-22,Student Plan,2025-03-24,churned,False,30 days
T79268170553,15946,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T94458685486,15946,7.99,2025-01-23,Standard,2025-02-22,active,True,30 days
T60123832662,15946,7.99,2025-02-25,Standard,2025-03-27,active,True,30 days
T82300526369,15947,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T86062027063,15947,7.99,2025-01-19,Standard,2025-02-18,active,True,30 days
T74931900667,15947,7.99,2025-02-19,Standard,2025-03-21,churned,False,30 days
T97409591973,15948,12.99,2024-12-19,Premium,2025-02-17,active,True,60 days
T81831502313,15948,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T54393936828,15949,12.99,2024-12-19,Premium,2025-02-17,active,True,60 days
T80128549936,15949,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T50008157951,15950,12.99,2024-12-19,Premium,2025-02-17,churned,False,60 days
T53801818584,15951,4.99,2024-12-19,Student Plan,2025-01-18,active,True,30 days
T77140985904,15951,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T76846482876,15951,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T52403081253,15952,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T98224904427,15952,7.99,2025-01-23,Standard,2025-02-22,active,True,30 days
T62173340945,15952,7.99,2025-02-26,Standard,2025-03-28,active,True,30 days
T55370152759,15953,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T72546506490,15953,7.99,2025-01-23,Standard,2025-02-22,churned,False,30 days
T72079666591,15954,7.99,2024-12-19,Standard,2025-01-18,active,True,30 days
T84643411523,15954,7.99,2025-01-21,Standard,2025-02-20,churned,False,30 days
T98491347980,15955,12.99,2024-12-19,Premium,2025-02-17,active,True,60 days
T70242826342,15955,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T86178556823,15956,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T78808418700,15956,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T87055172375,15957,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T83591153873,15957,4.99,2025-01-23,Student Plan,2025-02-22,active,True,30 days
T99120073097,15957,4.99,2025-02-23,Student Plan,2025-03-25,active,True,30 days
T67001775257,15958,7.99,2024-12-20,Standard,2025-01-19,churned,False,30 days
T78951436171,15959,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T90459112807,15959,12.99,2025-02-19,Premium,2025-04-20,active,True,60 days
T84933686543,15960,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T92968944014,15960,7.99,2025-01-23,Standard,2025-02-22,active,True,30 days
T57416638214,15960,7.99,2025-02-27,Standard,2025-03-29,active,True,30 days
T82300967671,15961,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T63546442506,15961,4.99,2025-01-24,Student Plan,2025-02-23,active,True,30 days
T51165861236,15961,7.99,2025-02-25,Standard,2025-03-27,active,True,30 days
T83811122591,15962,12.99,2024-12-20,Premium,2025-02-18,churned,False,60 days
T99890611148,15963,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T94771507441,15963,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T89978383610,15964,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T67425877603,15964,4.99,2025-01-20,Student Plan,2025-02-19,active,True,30 days
T88799783958,15964,4.99,2025-02-22,Student Plan,2025-03-24,churned,False,30 days
T57710037353,15965,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T51354141921,15965,7.99,2025-02-19,Standard,2025-03-21,active,True,30 days
T69455748089,15966,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T61197771120,15966,12.99,2025-02-23,Premium,2025-04-24,active,True,60 days
T79328472165,15967,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T63975340211,15967,12.99,2025-02-22,Premium,2025-04-23,active,True,60 days
T87312086410,15968,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T90450314639,15968,4.99,2025-01-23,Student Plan,2025-02-22,active,True,30 days
T50676432389,15968,4.99,2025-02-24,Student Plan,2025-03-26,churned,False,30 days
T97489382408,15969,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T59332593297,15969,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T66055581976,15970,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T90532320864,15970,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T77422898641,15970,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T72336301149,15971,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T95400715223,15971,12.99,2025-02-23,Premium,2025-04-24,active,True,60 days
T71835448428,15972,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T81753982855,15972,4.99,2025-01-20,Student Plan,2025-02-19,churned,False,30 days
T74094575142,15973,7.99,2024-12-20,Standard,2025-01-19,active,True,30 days
T77132940165,15973,7.99,2025-01-20,Standard,2025-02-19,active,True,30 days
T77850510559,15973,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T80081455689,15974,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T75626493368,15974,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T69630102782,15975,4.99,2024-12-20,Student Plan,2025-01-19,active,True,30 days
T99592111299,15975,12.99,2025-01-21,Premium,2025-03-22,active,True,60 days
T85122286359,15976,12.99,2024-12-20,Premium,2025-02-18,active,True,60 days
T73532388074,15976,12.99,2025-02-20,Premium,2025-04-21,active,True,60 days
T92628491687,15977,4.99,2024-12-21,Student Plan,2025-01-20,churned,False,30 days
T61677738497,15978,12.99,2024-12-21,Premium,2025-02-19,active,True,60 days
T87481783548,15978,12.99,2025-02-21,Premium,2025-04-22,active,True,60 days
T74976431611,15979,4.99,2024-12-21,Student Plan,2025-01-20,active,True,30 days
T92318378330,15979,12.99,2025-01-22,Premium,2025-03-23,active,True,60 days
T54185329594,15980,4.99,2024-12-21,Student Plan,2025-01-20,active,True,30 days
T92289238936,15980,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T87321352511,15980,4.99,2025-02-25,Student Plan,2025-03-27,active,True,30 days
T83514821579,15981,4.99,2024-12-21,Student Plan,2025-01-20,active,True,30 days
T99395161570,15981,4.99,2025-01-25,Student Plan,2025-02-24,active,True,30 days
T50717759571,15981,4.99,2025-02-25,Student Plan,2025-03-27,churned,False,30 days
T99168460712,15982,4.99,2024-12-21,Student Plan,2025-01-20,active,True,30 days
T76563447803,15982,4.99,2025-01-22,Student Plan,2025-02-21,active,True,30 days
T76131410240,15982,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T90558315643,15983,4.99,2024-12-21,Student Plan,2025-01-20,churned,False,30 days
T96574901644,15984,7.99,2024-12-21,Standard,2025-01-20,active,True,30 days
T84178159988,15984,7.99,2025-01-22,Standard,2025-02-21,active,True,30 days
T93759760766,15984,7.99,2025-02-22,Standard,2025-03-24,active,True,30 days
T95807243751,15985,12.99,2024-12-21,Premium,2025-02-19,active,True,60 days
T57097119882,15985,12.99,2025-02-23,Premium,2025-04-24,active,True,60 days
T92874401441,15986,7.99,2024-12-21,Standard,2025-01-20,active,True,30 days
T62716305496,15986,7.99,2025-01-23,Standard,2025-02-22,active,True,30 days
T94836524968,15986,7.99,2025-02-27,Standard,2025-03-29,active,True,30 days
T56712659720,15987,7.99,2024-12-21,Standard,2025-01-20,churned,False,30 days
T57814995491,15988,12.99,2024-12-21,Premium,2025-02-19,active,True,60 days
T64987942054,15988,12.99,2025-02-20,Premium,2025-04-21,churned,False,60 days
T61200222358,15989,7.99,2024-12-21,Standard,2025-01-20,active,True,30 days
T89005457624,15989,7.99,2025-01-22,Standard,2025-02-21,active,True,30 days
T94869971435,15989,7.99,2025-02-26,Standard,2025-03-28,active,True,30 days
T91268261648,15990,7.99,2024-12-21,Standard,2025-01-20,churned,False,30 days
T51618195971,15991,7.99,2024-12-21,Standard,2025-01-20,active,True,30 days
T60886998205,15991,7.99,2025-01-21,Standard,2025-02-20,active,True,30 days
T82431150829,15991,7.99,2025-02-21,Standard,2025-03-23,active,True,30 days
T73111878526,15992,7.99,2024-12-21,Standard,2025-01-20,active,True,30 days
T92751521055,15992,7.99,2025-01-25,Standard,2025-02-24,active,True,30 days
T73725755855,15992,7.99,2025-02-27,Standard,2025-03-29,active,True,30 days
T52529977285,15993,4.99,2024-12-21,Student Plan,2025-01-20,active,True,30 days
T88490950927,15993,4.99,2025-01-22,Student Plan,2025-02-21,churned,False,30 days
T53603376545,15994,4.99,2024-12-21,Student Plan,2025-01-20,active,True,30 days
T89851267088,15994,4.99,2025-01-21,Student Plan,2025-02-20,churned,False,30 days
T67545927711,15995,7.99,2024-12-21,Standard,2025-01-20,churned,False,30 days
T79139328748,15996,12.99,2024-12-21,Premium,2025-02-19,active,True,60 days
T97743809738,15996,12.99,2025-02-20,Premium,2025-04-21,active,True,60 days
T92465365478,15997,4.99,2024-12-21,Student Plan,2025-01-20,active,True,30 days
T50073444840,15997,4.99,2025-01-21,Student Plan,2025-02-20,active,True,30 days
T95958541498,15997,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30 days
T96028237874,15998,12.99,2024-12-21,Premium,2025-02-19,active,True,60 days
T62001175744,15998,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T63207469617,15999,4.99,2024-12-22,Student Plan,2025-01-21,active,True,30 days
T63207469617,15999,4.99,2024-12-22,Student Plan,2025-01-21,active,True,30 days
T60856293770,15999,4.99,2025-01-23,Student Plan,2025-02-22,active,True,30 days
T82569226767,15999,4.99,2025-02-24,Student Plan,2025-03-26,active,True,30 days
T82859964186,16000,7.99,2024-12-22,Standard,2025-01-21,churned,False,30 days
T82859964186,16000,7.99,2024-12-22,Standard,2025-01-21,churned,False,30 days
T61242365799,16001,12.99,2024-12-22,Premium,2025-02-20,active,True,60 days
T86917677953,16001,7.99,2025-02-25,Standard,2025-03-27,active,True,30 days
T78312503980,16002,4.99,2024-12-22,Student Plan,2025-01-21,active,True,30 days
T67328455500,16002,4.99,2025-01-26,Student Plan,2025-02-25,active,True,30 days
T51028438035,16002,12.99,2025-03-01,Premium,2025-04-30,active,True,60 days
T66695156922,16003,7.99,2024-12-22,Standard,2025-01-21,active,True,30 days
T65662478884,16003,7.99,2025-01-24,Standard,2025-02-23,active,True,30 days
T73325347998,16003,7.99,2025-02-28,Standard,2025-03-30,active,True,30 days
T54472190946,16004,7.99,2024-12-22,Standard,2025-01-21,active,True,30 days
T81843314836,16004,7.99,2025-01-25,Standard,2025-02-24,churned,False,30 days
T90458278846,16005,7.99,2024-12-22,Standard,2025-01-21,active,True,30 days
T67203467376,16005,12.99,2025-01-22,Premium,2025-03-23,active,True,60 days
T53982608949,16006,4.99,2024-12-22,Student Plan,2025-01-21,churned,False,30 days
T55994227259,16007,12.99,2024-12-22,Premium,2025-02-20,active,True,60 days
T60266855426,16007,12.99,2025-02-25,Premium,2025-04-26,active,True,60 days
T54993875266,16008,7.99,2024-12-22,Standard,2025-01-21,active,True,30 days
T76268225115,16008,7.99,2025-01-25,Standard,2025-02-24,active,True,30 days
T87364109280,16008,7.99,2025-02-28,Standard,2025-03-30,active,True,30 days
T77301216439,16009,4.99,2024-12-22,Student Plan,2025-01-21,active,True,30 days
T55345658669,16009,4.99,2025-01-24,Student Plan,2025-02-23,active,True,30 days
T83162649474,16009,4.99,2025-02-27,Student Plan,2025-03-29,churned,False,30 days
T96144403358,16010,4.99,2024-12-22,Student Plan,2025-01-21,active,True,30 days
T53146162130,16010,4.99,2025-01-24,Student Plan,2025-02-23,active,True,30 days
T50176073517,16010,4.99,2025-02-24,Student Plan,2025-03-26,active,True,30 days
T51569339118,16011,7.99,2024-12-22,Standard,2025-01-21,churned,False,30 days
T82892031505,16012,4.99,2024-12-22,Student Plan,2025-01-21,active,True,30 days
T61485159017,16012,7.99,2025-01-23,Standard,2025-02-22,active,True,30 days
T50281047529,16012,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T92074807946,16013,12.99,2024-12-22,Premium,2025-02-20,churned,False,60 days
T94443195574,16014,12.99,2024-12-22,Premium,2025-02-20,active,True,60 days
T75113990252,16014,12.99,2025-02-24,Premium,2025-04-25,active,True,60 days
T78233353687,16015,4.99,2024-12-22,Student Plan,2025-01-21,active,True,30 days
T83324867223,16015,4.99,2025-01-25,Student Plan,2025-02-24,active,True,30 days
T70943829785,16015,4.99,2025-02-26,Student Plan,2025-03-28,active,True,30 days
T71402554767,16016,4.99,2024-12-22,Student Plan,2025-01-21,churned,False,30 days
T62206333405,16017,7.99,2024-12-22,Standard,2025-01-21,active,True,30 days
T98257297501,16017,7.99,2025-01-22,Standard,2025-02-21,active,True,30 days
T97965102735,16017,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T87605896316,16018,12.99,2024-12-23,Premium,2025-02-21,active,True,60 days
T94088020016,16018,7.99,2025-02-26,Standard,2025-03-28,active,True,30 days
T94590036587,16019,12.99,2024-12-23,Premium,2025-02-21,active,True,60 days
T54771638672,16019,12.99,2025-02-26,Premium,2025-04-27,active,True,60 days
T62154704058,16020,12.99,2024-12-23,Premium,2025-02-21,churned,False,60 days
T89076569474,16021,7.99,2024-12-23,Standard,2025-01-22,active,True,30 days
T97984445312,16021,7.99,2025-01-27,Standard,2025-02-26,active,True,30 days
T89481091851,16021,7.99,2025-03-01,Standard,2025-03-31,active,True,30 days
T74498475589,16022,4.99,2024-12-23,Student Plan,2025-01-22,active,True,30 days
T51164612462,16022,4.99,2025-01-23,Student Plan,2025-02-22,active,True,30 days
T70543548665,16022,4.99,2025-02-27,Student Plan,2025-03-29,churned,False,30 days
T98018528109,16023,12.99,2024-12-23,Premium,2025-02-21,churned,False,60 days
T98392527917,16024,7.99,2024-12-23,Standard,2025-01-22,active,True,30 days
T75069880223,16024,7.99,2025-01-23,Standard,2025-02-22,active,True,30 days
T80200929894,16024,7.99,2025-02-26,Standard,2025-03-28,active,True,30 days
T64238998297,16025,12.99,2024-12-23,Premium,2025-02-21,active,True,60 days
T75839716993,16025,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T69743258672,16026,12.99,2024-12-23,Premium,2025-02-21,active,True,60 days
T50834070118,16026,12.99,2025-02-22,Premium,2025-04-23,active,True,60 days
T86949311568,16027,12.99,2024-12-23,Premium,2025-02-21,active,True,60 days
T97839063713,16027,12.99,2025-02-26,Premium,2025-04-27,active,True,60 days
T51659349312,16028,7.99,2024-12-23,Standard,2025-01-22,active,True,30 days
T69183038892,16028,12.99,2025-01-25,Premium,2025-03-26,active,True,60 days
T71429219973,16029,4.99,2024-12-23,Student Plan,2025-01-22,active,True,30 days
T80237311132,16029,7.99,2025-01-26,Standard,2025-02-25,active,True,30 days
T95296216880,16029,7.99,2025-02-27,Standard,2025-03-29,active,True,30 days
T62447219771,16030,7.99,2024-12-23,Standard,2025-01-22,active,True,30 days
T84455984010,16030,7.99,2025-01-26,Standard,2025-02-25,active,True,30 days
T99780625661,16030,7.99,2025-03-01,Standard,2025-03-31,active,True,30 days
T73767841775,16031,4.99,2024-12-23,Student Plan,2025-01-22,active,True,30 days
T55865557467,16031,4.99,2025-01-23,Student Plan,2025-02-22,churned,False,30 days
T53143873916,16032,4.99,2024-12-23,Student Plan,2025-01-22,churned,False,30 days
T77640297633,16033,7.99,2024-12-23,Standard,2025-01-22,active,True,30 days
T90759928800,16033,7.99,2025-01-26,Standard,2025-02-25,churned,False,30 days
T58462644714,16034,4.99,2024-12-23,Student Plan,2025-01-22,active,True,30 days
T99896092579,16034,4.99,2025-01-23,Student Plan,2025-02-22,active,True,30 days
T91353519745,16034,4.99,2025-02-26,Student Plan,2025-03-28,active,True,30 days
T97676670571,16035,7.99,2024-12-23,Standard,2025-01-22,active,True,30 days
T89921622048,16035,7.99,2025-01-24,Standard,2025-02-23,churned,False,30 days
T56317867423,16036,12.99,2024-12-23,Premium,2025-02-21,active,True,60 days
T50980887854,16036,12.99,2025-02-22,Premium,2025-04-23,active,True,60 days
T56948434655,16037,12.99,2024-12-23,Premium,2025-02-21,active,True,60 days
T79519344343,16037,7.99,2025-02-23,Standard,2025-03-25,active,True,30 days
T53101645486,16038,12.99,2024-12-24,Premium,2025-02-22,active,True,60 days
T95495794002,16038,12.99,2025-02-24,Premium,2025-04-25,churned,False,60 days
T97691434690,16039,7.99,2024-12-24,Standard,2025-01-23,active,True,30 days
T62027645376,16039,7.99,2025-01-25,Standard,2025-02-24,churned,False,30 days
T77102954393,16040,4.99,2024-12-24,Student Plan,2025-01-23,churned,False,30 days
T95434191821,16041,7.99,2024-12-24,Standard,2025-01-23,active,True,30 days
T75959807279,16041,7.99,2025-01-26,Standard,2025-02-25,active,True,30 days
T62892699933,16041,12.99,2025-02-28,Premium,2025-04-29,active,True,60 days
T50822807069,16042,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T65765783539,16042,12.99,2025-01-26,Premium,2025-03-27,active,True,60 days
T77095069427,16043,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T70812752429,16043,4.99,2025-01-27,Student Plan,2025-02-26,active,True,30 days
T94563273893,16043,12.99,2025-03-02,Premium,2025-05-01,active,True,60 days
T90216922295,16044,12.99,2024-12-24,Premium,2025-02-22,active,True,60 days
T74059900962,16044,12.99,2025-02-25,Premium,2025-04-26,active,True,60 days
T62048484720,16045,7.99,2024-12-24,Standard,2025-01-23,active,True,30 days
T60173083977,16045,7.99,2025-01-26,Standard,2025-02-25,active,True,30 days
T74773772290,16045,12.99,2025-03-01,Premium,2025-04-30,active,True,60 days
T69822189588,16046,12.99,2024-12-24,Premium,2025-02-22,active,True,60 days
T51912422029,16046,7.99,2025-02-25,Standard,2025-03-27,churned,False,30 days
T52890282033,16047,4.99,2024-12-24,Student Plan,2025-01-23,churned,False,30 days
T93820457398,16048,12.99,2024-12-24,Premium,2025-02-22,active,True,60 days
T96568312673,16048,7.99,2025-02-24,Standard,2025-03-26,active,True,30 days
T90533425943,16049,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T87055151206,16049,4.99,2025-01-24,Student Plan,2025-02-23,active,True,30 days
T87220128941,16049,12.99,2025-02-28,Premium,2025-04-29,churned,False,60 days
T52150507863,16050,12.99,2024-12-24,Premium,2025-02-22,churned,False,60 days
T96273000547,16051,7.99,2024-12-24,Standard,2025-01-23,churned,False,30 days
T51830144329,16052,12.99,2024-12-24,Premium,2025-02-22,active,True,60 days
T56606671546,16052,12.99,2025-02-27,Premium,2025-04-28,active,True,60 days
T64374025901,16053,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T71512365764,16053,4.99,2025-01-24,Student Plan,2025-02-23,active,True,30 days
T86620403113,16053,4.99,2025-02-26,Student Plan,2025-03-28,active,True,30 days
T96262788213,16054,7.99,2024-12-24,Standard,2025-01-23,active,True,30 days
T90972131913,16054,7.99,2025-01-25,Standard,2025-02-24,active,True,30 days
T83083336240,16054,7.99,2025-02-25,Standard,2025-03-27,churned,False,30 days
T65686900984,16055,7.99,2024-12-24,Standard,2025-01-23,active,True,30 days
T70289359479,16055,7.99,2025-01-24,Standard,2025-02-23,active,True,30 days
T52142209057,16055,7.99,2025-02-28,Standard,2025-03-30,active,True,30 days
T68418165064,16056,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T68687171454,16056,4.99,2025-01-28,Student Plan,2025-02-27,active,True,30 days
T96502866015,16056,4.99,2025-03-04,Student Plan,2025-04-03,active,True,30 days
T77679978689,16057,7.99,2024-12-24,Standard,2025-01-23,active,True,30 days
T80797056595,16057,7.99,2025-01-24,Standard,2025-02-23,active,True,30 days
T78832030267,16057,7.99,2025-02-26,Standard,2025-03-28,active,True,30 days
T75588341255,16058,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T98572470729,16058,4.99,2025-01-27,Student Plan,2025-02-26,churned,False,30 days
T69162733709,16059,4.99,2024-12-24,Student Plan,2025-01-23,churned,False,30 days
T91597291703,16060,7.99,2024-12-24,Standard,2025-01-23,active,True,30 days
T82018398039,16060,7.99,2025-01-25,Standard,2025-02-24,active,True,30 days
T62246141645,16060,7.99,2025-02-26,Standard,2025-03-28,active,True,30 days
T85625300008,16061,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T70848202284,16061,7.99,2025-01-27,Standard,2025-02-26,active,True,30 days
T76160684751,16061,7.99,2025-03-02,Standard,2025-04-01,churned,False,30 days
T53472189107,16062,4.99,2024-12-24,Student Plan,2025-01-23,active,True,30 days
T70252823886,16062,4.99,2025-01-25,Student Plan,2025-02-24,active,True,30 days
T86564772219,16062,7.99,2025-02-25,Standard,2025-03-27,active,True,30 days
T73866585698,16063,12.99,2024-12-24,Premium,2025-02-22,active,True,60 days
T93649429400,16063,12.99,2025-02-26,Premium,2025-04-27,active,True,60 days
T79716645519,16064,12.99,2024-12-24,Premium,2025-02-22,active,True,60 days
T79934702676,16064,12.99,2025-02-24,Premium,2025-04-25,active,True,60 days
T80712971003,16065,7.99,2024-12-25,Standard,2025-01-24,active,True,30 days
T80977902312,16065,7.99,2025-01-27,Standard,2025-02-26,churned,False,30 days
T62245725541,16066,12.99,2024-12-25,Premium,2025-02-23,active,True,60 days
T87086414276,16066,12.99,2025-02-27,Premium,2025-04-28,active,True,60 days
