rating_id,user_id,movie_id,rating,review_date,year_month,title
R23004,15365,2349,3.0,2025-01-26,2025-01,The Woman King
R23005,16304,4105,3.0,2025-01-26,2025-01,Full Metal Jacket
R23006,16296,955,4.0,2025-01-26,2025-01,Monster House
R23007,16321,2565,2.5,2025-01-26,2025-01,Come Play
R23008,15030,434,4.5,2025-01-26,2025-01,Harry Potter and the Goblet of Fire
R23009,16171,1199,4.0,2025-01-26,2025-01,Only the Brave
R23010,15830,3410,5.0,2025-01-26,2025-01,Star Wars: Episode I - The Phantom Menace
R23011,16459,2352,3.0,2025-01-26,2025-01,Dunkirk
R23012,16830,1729,5.0,2025-01-26,2025-01,Sing
R23013,16810,3333,4.5,2025-01-26,2025-01,Legion of Super-Heroes
R23014,16585,3778,4.0,2025-01-26,2025-01,The Replacements
R23015,15656,1443,5.0,2025-01-26,2025-01,Furious 7
R23016,15373,2942,5.0,2025-01-26,2025-01,Birth
R23017,15020,1525,3.5,2025-01-26,2025-01,Burn
R23018,16084,3057,4.0,2025-01-26,2025-01,West Side Story
R23019,16247,3757,2.5,2025-01-26,2025-01,Rocky Balboa
R23020,16529,1667,3.5,2025-01-26,2025-01,Fallen
R23021,15081,4098,3.5,2025-01-26,2025-01,Life Is Beautiful
R23022,15946,3900,5.0,2025-01-26,2025-01,The Wizard
R23023,15944,2428,4.5,2025-01-26,2025-01,Spartacus
R23024,15322,3759,4.0,2025-01-26,2025-01,Kingpin
R23025,15982,3953,5.0,2025-01-26,2025-01,Vengeance
R23026,15917,217,4.0,2025-01-26,2025-01,Thunderball
R23027,16822,721,5.0,2025-01-26,2025-01,Mission: Impossible II
R23028,15807,1959,5.0,2025-01-26,2025-01,Shark Tale
R23029,15002,3735,3.5,2025-01-26,2025-01,The Longest Yard
R23030,15891,126,4.0,2025-01-26,2025-01,Oblivion
R23031,16028,2447,3.5,2025-01-26,2025-01,Gandhi
R23032,16604,4229,4.0,2025-01-26,2025-01,War Machine
R23033,16527,3439,4.0,2025-01-26,2025-01,Barbarella
R23034,15272,3900,5.0,2025-01-26,2025-01,The Wizard
R23035,15760,1249,5.0,2025-01-26,2025-01,Ammonite
R23036,16331,652,4.5,2025-01-26,2025-01,Cloverfield
R23037,16395,1134,1.5,2025-01-26,2025-01,The Pursuit of Happyness
R23038,15285,206,4.0,2025-01-26,2025-01,Tropic Thunder
R23039,15081,3000,3.0,2025-01-26,2025-01,Forrest Gump
R23040,15669,2055,5.0,2025-01-26,2025-01,The Age of Adaline
R23041,16622,2656,1.5,2025-01-26,2025-01,Scary Movie 2
R23042,16842,1564,4.5,2025-01-26,2025-01,Now You See Me 2
R23043,16787,1784,5.0,2025-01-26,2025-01,Fantastic Beasts: The Crimes of Grindelwald
R23044,15715,2418,4.5,2025-01-26,2025-01,In the Heart of the Sea
R23045,15684,3421,5.0,2025-01-26,2025-01,A Quiet Place Part II
R23046,16832,3146,4.5,2025-01-26,2025-01,Portrait of a Lady on Fire
R23047,16799,3232,4.0,2025-01-26,2025-01,Mr. Nobody
R23048,16557,579,2.0,2025-01-26,2025-01,Toy Story 4
R23049,16860,359,3.0,2025-01-26,2025-01,Captain America: The Winter Soldier
R23050,15199,1549,4.5,2025-01-26,2025-01,A Simple Favor
R23051,16839,3897,4.5,2025-01-26,2025-01,Radio
R23052,16252,3169,4.5,2025-01-26,2025-01,The Phantom of the Opera
R23053,15647,1277,2.5,2025-01-26,2025-01,Benediction
R23054,16700,1208,5.0,2025-01-26,2025-01,Fighting with My Family
R23055,16568,799,3.5,2025-01-26,2025-01,DC League of Super-Pets
R23056,16540,2268,4.0,2025-01-26,2025-01,My Neighbor Totoro
R23057,16020,534,3.5,2025-01-26,2025-01,National Treasure
R23058,15759,1722,4.0,2025-01-26,2025-01,Ratatouille
R23059,15198,1739,5.0,2025-01-26,2025-01,Fantastic Mr. Fox
R23060,15638,721,4.5,2025-01-26,2025-01,Mission: Impossible II
R23061,15664,4132,3.5,2025-01-26,2025-01,Unbroken
R23062,15865,2720,2.5,2025-01-26,2025-01,Dracula Untold
R23063,15261,1168,4.5,2025-01-26,2025-01,Hachi: A Dog's Tale
R23064,16783,1471,4.0,2025-01-26,2025-01,Den of Thieves
R23065,16216,2761,3.5,2025-01-26,2025-01,Amsterdam
R23066,16822,2842,3.0,2025-01-26,2025-01,Divergent
R23067,15002,1495,4.5,2025-01-26,2025-01,Fast Five
R23068,16339,921,5.0,2025-01-26,2025-01,The Book of Life
R23069,15638,2607,3.5,2025-01-26,2025-01,Haunt
R23070,15978,3762,4.5,2025-01-26,2025-01,The Wrestler
R23071,16561,3644,5.0,2025-01-26,2025-01,Transformers: Dark of the Moon
R23072,15513,3735,4.5,2025-01-26,2025-01,The Longest Yard
R23073,16436,2300,3.5,2025-01-26,2025-01,Miss Peregrine's Home for Peculiar Children
R23074,15955,3065,4.5,2025-01-26,2025-01,Malena
R23075,16159,1484,4.0,2025-01-26,2025-01,The Guilty
R23076,15319,3224,4.5,2025-01-26,2025-01,Ghost
R23077,16826,2447,4.0,2025-01-26,2025-01,Gandhi
R23078,16631,238,4.5,2025-01-26,2025-01,Thor
R23079,16838,3892,4.0,2025-01-26,2025-01,Fantasy Football
R23080,16073,48,4.5,2025-01-26,2025-01,The Matrix
R23081,15523,2015,5.0,2025-01-26,2025-01,Teen Wolf: The Movie
R23082,16405,4019,4.0,2025-01-26,2025-01,The Stranger
R23083,15700,3787,5.0,2025-01-26,2025-01,Real Steel
R23084,16582,472,4.0,2025-01-26,2025-01,The Bad Guys
R23085,16033,3543,4.0,2025-01-26,2025-01,Venom
R23086,16518,2169,4.5,2025-01-26,2025-01,Zoom
R23087,15322,1537,3.5,2025-01-26,2025-01,The Other Guys
R23088,16304,706,4.0,2025-01-26,2025-01,The Greatest Beer Run Ever
R23089,16842,3043,5.0,2025-01-26,2025-01,Lolita
R23090,15755,1580,4.0,2025-01-26,2025-01,The Blues Brothers
R23091,16048,967,5.0,2025-01-26,2025-01,Memories
R23092,16195,950,5.0,2025-01-26,2025-01,The Secret World of Arrietty
R23093,15637,2466,4.0,2025-01-26,2025-01,The Duchess
R23094,15942,4094,2.5,2025-01-26,2025-01,Medieval
R23095,15522,534,4.5,2025-01-26,2025-01,National Treasure
R23096,16175,1739,5.0,2025-01-26,2025-01,Fantastic Mr. Fox
R23097,16688,2529,1.0,2025-01-26,2025-01,Hereditary
R23098,16654,3004,2.5,2025-01-26,2025-01,Bones and All
R23099,16787,429,4.5,2025-01-26,2025-01,The Amazing Maurice
R23100,16390,13,4.5,2025-01-26,2025-01,The Batman
R23101,16598,2817,5.0,2025-01-26,2025-01,Harry Potter and the Order of the Phoenix
R23102,15942,2285,4.5,2025-01-26,2025-01,The Jungle Book
R23103,15375,1909,5.0,2025-01-26,2025-01,Cars 3
R23104,16356,2701,3.0,2025-01-26,2025-01,The Crow
R23105,15570,3021,4.0,2025-01-26,2025-01,The Dreamers
R23106,16865,3900,0.0,2025-01-26,2025-01,The Wizard
R23107,16605,652,4.0,2025-01-26,2025-01,Cloverfield
R23108,15838,3561,2.5,2025-01-26,2025-01,The Fly
R23109,16362,2362,3.5,2025-01-26,2025-01,The Last Duel
R23110,15570,269,5.0,2025-01-26,2025-01,Warrior
R23111,15154,1978,4.5,2025-01-26,2025-01,Clash of the Titans
R23112,15735,1362,4.0,2025-01-26,2025-01,The Departed
R23113,15139,2268,4.0,2025-01-26,2025-01,My Neighbor Totoro
R23114,16339,3071,4.5,2025-01-26,2025-01,The Age of Adaline
R23115,16355,1872,4.0,2025-01-26,2025-01,Annie
R23116,15748,1027,5.0,2025-01-26,2025-01,The Pagemaster
R23117,16691,210,4.5,2025-01-26,2025-01,Aquaman
R23118,16033,662,4.0,2025-01-26,2025-01,The Parent Trap
R23119,15308,967,3.0,2025-01-26,2025-01,Memories
R23120,15536,4178,3.0,2025-01-26,2025-01,Spartacus
R23121,16696,1945,5.0,2025-01-26,2025-01,Meet the Robinsons
R23122,15166,1393,4.5,2025-01-26,2025-01,Reservoir Dogs
R23123,15551,48,4.5,2025-01-26,2025-01,The Matrix
R23124,15700,584,4.0,2025-01-26,2025-01,The Hunger Games: Mockingjay - Part 1
R23125,15928,2817,4.0,2025-01-26,2025-01,Harry Potter and the Order of the Phoenix
R23126,15864,2247,5.0,2025-01-26,2025-01,What Happened to Monday
R23127,15820,2401,5.0,2025-01-26,2025-01,Mary Queen of Scots
R23128,15429,3663,4.5,2025-01-26,2025-01,Maze Runner: The Scorch Trials
R23129,15869,2391,2.0,2025-01-26,2025-01,The Way Back
R23130,16079,965,4.0,2025-01-26,2025-01,James and the Giant Peach
R23131,15886,194,4.5,2025-01-26,2025-01,Con Air
R23132,15349,965,4.5,2025-01-26,2025-01,James and the Giant Peach
R23133,15321,3014,5.0,2025-01-26,2025-01,Eternal Sunshine of the Spotless Mind
R23134,15136,3578,4.5,2025-01-26,2025-01,Battleship
R23135,16873,2268,3.5,2025-01-26,2025-01,My Neighbor Totoro
R23136,16826,2352,4.0,2025-01-26,2025-01,Dunkirk
R23137,16157,2888,5.0,2025-01-26,2025-01,The Girl with the Dragon Tattoo
R23138,15341,3043,2.5,2025-01-26,2025-01,Lolita
R23139,16702,3148,5.0,2025-01-26,2025-01,Lolita
R23140,15306,2563,4.0,2025-01-26,2025-01,Ready or Not
R23141,15941,516,3.5,2025-01-26,2025-01,Vacation
R23142,15531,2092,4.5,2025-01-26,2025-01,Suspiria
R23143,16631,1287,3.5,2025-01-26,2025-01,3096 Tage
R23144,16256,1544,3.5,2025-01-26,2025-01,Heathers
R23145,16209,3842,4.0,2025-01-26,2025-01,Glory Road
R23146,16392,3787,2.0,2025-01-26,2025-01,Real Steel
R23147,15879,4019,4.5,2025-01-26,2025-01,The Stranger
R23148,16193,3692,5.0,2025-01-26,2025-01,1984
R23149,15277,1140,3.0,2025-01-26,2025-01,"Girl, Interrupted"
R23150,16776,3362,5.0,2025-01-26,2025-01,Wifelike
R23151,15954,2760,4.5,2025-01-26,2025-01,X
R23152,16181,1929,5.0,2025-01-26,2025-01,Bolt
R23153,15171,2663,1.0,2025-01-26,2025-01,Escape Room
R23154,15154,1676,4.5,2025-01-26,2025-01,Gone in 60 Seconds
R23155,16221,2041,4.5,2025-01-26,2025-01,About Time
R23156,16601,942,4.5,2025-01-26,2025-01,Paprika
R23157,15989,2350,4.0,2025-01-26,2025-01,Schindler's List
R23158,15826,3844,5.0,2025-01-26,2025-01,Rudy
R23159,15805,2607,2.0,2025-01-26,2025-01,Haunt
R23160,15587,1093,3.5,2025-01-26,2025-01,Sully
R23161,16194,1158,4.0,2025-01-26,2025-01,Lincoln
R23162,16642,1135,4.0,2025-01-26,2025-01,Belfast
R23163,15975,2817,3.5,2025-01-26,2025-01,Harry Potter and the Order of the Phoenix
R23164,15513,2113,2.0,2025-01-26,2025-01,Thor
R23165,16715,3167,4.0,2025-01-26,2025-01,Five Feet Apart
R23166,16790,2362,4.0,2025-01-26,2025-01,The Last Duel
R23167,15978,673,4.5,2025-01-26,2025-01,X-Men: Apocalypse
R23168,16174,909,2.5,2025-01-26,2025-01,PAW Patrol: The Movie
R23169,16278,2991,4.5,2025-01-26,2025-01,Spin Me Round
R23170,16613,594,3.5,2025-01-26,2025-01,Quantum of Solace
R23171,15702,240,4.0,2025-01-26,2025-01,Starship Troopers
R23172,16682,1839,4.5,2025-01-26,2025-01,Who Framed Roger Rabbit
R23173,15353,1388,3.0,2025-01-26,2025-01,The Usual Suspects
R23174,16722,167,4.0,2025-01-26,2025-01,The Avengers
R23175,15488,1874,4.5,2025-01-26,2025-01,Cheaper by the Dozen
R23176,16709,1887,4.0,2025-01-26,2025-01,Finding Dory
R23177,15982,2337,3.0,2025-01-26,2025-01,The Twilight Saga: New Moon
R23178,15166,2401,4.5,2025-01-26,2025-01,Mary Queen of Scots
R23179,16008,234,4.0,2025-01-26,2025-01,Dune
R23180,16454,1698,5.0,2025-01-26,2025-01,The Goonies
R23181,15598,1109,0.0,2025-01-26,2025-01,The Sound of Music
R23182,16625,2389,4.0,2025-01-26,2025-01,Midway
R23183,15363,2697,3.0,2025-01-26,2025-01,Spawn
R23184,15978,1172,4.5,2025-01-26,2025-01,Dark Waters
R23185,16666,2813,5.0,2025-01-26,2025-01,Signs
R23186,16324,4174,4.0,2025-01-26,2025-01,The Survivor
R23187,15465,675,3.5,2025-01-26,2025-01,Spider-Man 3
R23188,15353,1255,4.0,2025-01-26,2025-01,The Last Emperor
R23189,16279,3232,4.0,2025-01-26,2025-01,Mr. Nobody
R23190,16482,2234,4.0,2025-01-26,2025-01,Big Fish
R23191,16120,109,4.5,2025-01-26,2025-01,The Terminator
R23192,16295,3742,4.5,2025-01-26,2025-01,Creed II
R23193,15103,3643,4.5,2025-01-26,2025-01,Sorry to Bother You
R23194,16837,3085,3.5,2025-01-26,2025-01,She's the Man
R23195,15832,3166,4.5,2025-01-26,2025-01,Marriage Story
R23196,16771,507,4.5,2025-01-26,2025-01,Star Wars: The Rise Of Skywalker
R23197,16731,2894,5.0,2025-01-26,2025-01,Mr. Harrigan's Phone
R23198,16664,2418,5.0,2025-01-26,2025-01,In the Heart of the Sea
R23199,16079,378,4.5,2025-01-26,2025-01,King Kong
R23200,15344,1612,2.5,2025-01-26,2025-01,Solace
R23201,15825,1170,3.5,2025-01-26,2025-01,The Assassination of Jesse James by the Coward Robert Ford
R23202,16424,1479,3.0,2025-01-26,2025-01,The Many Saints of Newark
R23203,15489,207,4.5,2025-01-26,2025-01,The Nice Guys
R23204,15301,2706,4.0,2025-01-26,2025-01,The Ring
R23205,16548,1947,5.0,2025-01-26,2025-01,Marley & Me
R23206,16451,2247,4.0,2025-01-26,2025-01,What Happened to Monday
R23207,15134,3148,4.5,2025-01-26,2025-01,Lolita
R23208,16557,47,5.0,2025-01-26,2025-01,Nobody
R23209,16328,4174,2.5,2025-01-26,2025-01,The Survivor
R23210,15540,504,5.0,2025-01-26,2025-01,Indiana Jones and the Temple of Doom
R23211,15465,1054,5.0,2025-01-26,2025-01,The Witcher: Nightmare of the Wolf
R23212,15291,1829,3.0,2025-01-26,2025-01,Minions
R23213,15022,360,4.5,2025-01-26,2025-01,Deep Blue Sea
R23214,16020,2628,2.0,2025-01-26,2025-01,The Girl Next Door
R23215,15731,1729,4.0,2025-01-26,2025-01,Sing
R23216,15274,438,3.5,2025-01-26,2025-01,Jurassic Park
R23217,15274,2320,4.5,2025-01-26,2025-01,Stairway to Heaven
R23218,15361,952,5.0,2025-01-26,2025-01,Oliver & Company
R23219,16278,4178,2.0,2025-01-26,2025-01,Spartacus
R23220,16114,438,5.0,2025-01-26,2025-01,Jurassic Park
R23221,16519,2769,0.0,2025-01-26,2025-01,Scream
R23222,16758,1734,3.5,2025-01-26,2025-01,Kung Fu Panda
R23223,16795,2835,4.0,2025-01-26,2025-01,Wind River
R23224,15361,472,4.5,2025-01-26,2025-01,The Bad Guys
R23225,15630,2362,4.0,2025-01-26,2025-01,The Last Duel
R23226,15700,2226,3.5,2025-01-26,2025-01,Van Helsing
R23227,16855,477,5.0,2025-01-26,2025-01,Mission: Impossible - Fallout
R23228,16477,1353,2.0,2025-01-26,2025-01,No Country for Old Men
R23229,16018,1959,4.5,2025-01-26,2025-01,Shark Tale
R23230,15340,747,3.0,2025-01-26,2025-01,Suzume
R23231,15217,657,4.0,2025-01-26,2025-01,We Have a Ghost
R23232,16713,690,5.0,2025-01-26,2025-01,Sausage Party
R23233,15125,329,4.0,2025-01-26,2025-01,The Old Guard
R23234,16660,676,5.0,2025-01-26,2025-01,War
R23235,16621,3232,4.5,2025-01-26,2025-01,Mr. Nobody
R23236,16279,3421,5.0,2025-01-26,2025-01,A Quiet Place Part II
R23237,16233,1698,4.5,2025-01-26,2025-01,The Goonies
R23238,16700,1553,3.5,2025-01-26,2025-01,Jack Reacher: Never Go Back
R23239,15306,4019,4.0,2025-01-26,2025-01,The Stranger
R23240,15243,3965,4.5,2025-01-26,2025-01,Black Swan
R23241,16593,3439,5.0,2025-01-26,2025-01,Barbarella
R23242,16073,3999,4.0,2025-01-26,2025-01,Fifty Shades of Grey
R23243,16731,2090,5.0,2025-01-26,2025-01,Beauty and the Beast
R23244,15893,1418,0.0,2025-01-26,2025-01,Lou
R23245,15022,2456,3.0,2025-01-26,2025-01,Operation Finale
R23246,15527,3224,5.0,2025-01-26,2025-01,Ghost
R23247,15198,1659,4.0,2025-01-26,2025-01,Chungking Express
R23248,16580,1676,4.0,2025-01-26,2025-01,Gone in 60 Seconds
R23249,15334,1516,4.5,2025-01-26,2025-01,Taken
R23250,16228,1001,5.0,2025-01-26,2025-01,Injustice
R23251,15110,3543,4.5,2025-01-26,2025-01,Venom
R23252,15699,3779,4.5,2025-01-26,2025-01,Home Team
R23253,15365,2923,5.0,2025-01-26,2025-01,Sherlock Holmes
R23254,15301,2837,5.0,2025-01-26,2025-01,Lou
R23255,15365,446,4.0,2025-01-26,2025-01,Sing 2
R23256,16795,1887,5.0,2025-01-26,2025-01,Finding Dory
R23257,16187,2912,1.5,2025-01-26,2025-01,A Cure for Wellness
R23258,16625,380,4.5,2025-01-26,2025-01,Incredibles 2
R23259,16252,670,5.0,2025-01-26,2025-01,Holes
R23260,16575,1107,4.5,2025-01-26,2025-01,Tetris
R23261,16856,1529,4.0,2025-01-26,2025-01,Game Night
R23262,15344,3762,4.5,2025-01-26,2025-01,The Wrestler
R23263,16543,3283,4.0,2025-01-26,2025-01,Never Let Me Go
R23264,15115,1779,4.0,2025-01-26,2025-01,Alice in Wonderland
R23265,16346,1094,2.5,2025-01-26,2025-01,Ford v Ferrari
R23266,15416,2912,4.0,2025-01-26,2025-01,A Cure for Wellness
R23267,15408,2661,1.5,2025-01-26,2025-01,Sound of Silence
R23268,15103,3019,2.5,2025-01-26,2025-01,Past Lives
R23269,16880,2817,4.0,2025-01-26,2025-01,Harry Potter and the Order of the Phoenix
R23270,16856,2594,3.5,2025-01-26,2025-01,The Vanishing
R23271,16413,2817,4.0,2025-01-26,2025-01,Harry Potter and the Order of the Phoenix
R23272,15576,676,5.0,2025-01-26,2025-01,War
R23273,16322,4221,3.5,2025-01-26,2025-01,Letters from Iwo Jima
R23274,15299,2000,5.0,2025-01-26,2025-01,Despicable Me 3
R23275,15398,882,5.0,2025-01-26,2025-01,The Secret Life of Pets
R23276,16395,4076,4.5,2025-01-26,2025-01,Hidden
R23277,16754,3001,4.5,2025-01-26,2025-01,Grease
R23278,16542,187,4.5,2025-01-26,2025-01,Angel Has Fallen
R23279,15334,970,4.0,2025-01-26,2025-01,Cool World
R23280,16190,3842,5.0,2025-01-26,2025-01,Glory Road
R23281,16087,3933,4.0,2025-01-26,2025-01,Scream VI
R23282,15807,3333,5.0,2025-01-26,2025-01,Legion of Super-Heroes
R23283,15562,1712,4.5,2025-01-26,2025-01,The Lion King
R23284,16296,2729,2.0,2025-01-26,2025-01,Slither
R23285,16660,3742,4.5,2025-01-26,2025-01,Creed II
R23286,16811,4008,4.5,2025-01-26,2025-01,Kingsman: The Golden Circle
R23287,15686,942,2.5,2025-01-26,2025-01,Paprika
R23288,15202,2563,2.0,2025-01-26,2025-01,Ready or Not
R23289,16595,3053,4.5,2025-01-26,2025-01,Dirty Dancing
R23290,15002,2594,3.5,2025-01-26,2025-01,The Vanishing
R23291,16523,3679,3.0,2025-01-26,2025-01,The Matrix Reloaded
R23292,16301,3232,5.0,2025-01-26,2025-01,Mr. Nobody
R23293,16611,118,5.0,2025-01-26,2025-01,Red Sparrow
R23294,15934,2912,4.0,2025-01-26,2025-01,A Cure for Wellness
R23295,16208,2778,4.0,2025-01-26,2025-01,Last Seen Alive
R23296,16394,1216,4.5,2025-01-26,2025-01,Wyatt Earp
R23297,15199,2418,4.0,2025-01-26,2025-01,In the Heart of the Sea
R23298,15944,833,5.0,2025-01-26,2025-01,Madagascar
R23299,16019,2952,5.0,2025-01-26,2025-01,Goodnight Mommy
R23300,15669,3953,2.0,2025-01-26,2025-01,Vengeance
R23301,15955,109,4.5,2025-01-26,2025-01,The Terminator
R23302,16337,3057,4.5,2025-01-26,2025-01,West Side Story
R23303,15099,1134,4.0,2025-01-26,2025-01,The Pursuit of Happyness
R23304,15900,4200,4.0,2025-01-26,2025-01,Heartbreak Ridge
R23305,15748,48,4.0,2025-01-26,2025-01,The Matrix
R23306,16066,1602,3.0,2025-01-26,2025-01,To Kill a Mockingbird
R23307,16345,1739,4.5,2025-01-26,2025-01,Fantastic Mr. Fox
R23308,15268,721,4.5,2025-01-26,2025-01,Mission: Impossible II
R23309,15715,2855,5.0,2025-01-26,2025-01,Scream 4
R23310,15527,1255,5.0,2025-01-26,2025-01,The Last Emperor
R23311,15126,1294,3.0,2025-01-26,2025-01,Chaplin
R23312,15056,1790,4.5,2025-01-26,2025-01,Blueback
R23313,15072,649,4.5,2025-01-26,2025-01,Super Mario Bros.
R23314,15588,2565,3.0,2025-01-26,2025-01,Come Play
R23315,16087,2614,3.0,2025-01-26,2025-01,Bird Box
R23316,15030,3057,4.5,2025-01-26,2025-01,West Side Story
R23317,16337,4008,3.5,2025-01-26,2025-01,Kingsman: The Golden Circle
R23318,16850,650,4.5,2025-01-26,2025-01,The Man from Toronto
R23319,15523,2512,3.5,2025-01-26,2025-01,Scream VI
R23320,16692,3732,4.5,2025-01-26,2025-01,Hustle
R23321,16375,1277,4.0,2025-01-26,2025-01,Benediction
R23322,15635,2865,4.0,2025-01-26,2025-01,Drishyam 2
R23323,16060,1959,5.0,2025-01-26,2025-01,Shark Tale
R23324,15488,3644,4.0,2025-01-26,2025-01,Transformers: Dark of the Moon
R23325,16077,4221,3.0,2025-01-26,2025-01,Letters from Iwo Jima
R23326,16098,3356,4.5,2025-01-26,2025-01,Alien
R23327,15703,3248,4.0,2025-01-26,2025-01,But I'm a Cheerleader
R23328,15858,795,4.5,2025-01-26,2025-01,WALL·E
R23329,15724,1673,4.0,2025-01-26,2025-01,Manhunter
R23330,16202,3759,5.0,2025-01-26,2025-01,Kingpin
R23331,15993,3588,4.5,2025-01-26,2025-01,The Chronicles of Riddick
R23332,16470,1668,4.0,2025-01-26,2025-01,Bad Boys
R23333,15630,2768,4.0,2025-01-26,2025-01,Jeepers Creepers: Reborn
R23334,16318,3025,4.5,2025-01-26,2025-01,A Man Called Ove
R23335,15416,854,4.0,2025-01-26,2025-01,Big Hero 6
R23336,16062,2245,5.0,2025-01-27,2025-01,Mr. Nobody
R23337,16685,1418,1.0,2025-01-27,2025-01,Lou
R23338,16718,3162,5.0,2025-01-27,2025-01,Perfect Sense
R23339,16481,3644,5.0,2025-01-27,2025-01,Transformers: Dark of the Moon
R23340,16747,3558,2.5,2025-01-27,2025-01,Men in Black II
R23341,16718,2063,4.5,2025-01-27,2025-01,The Addams Family
R23342,16863,4200,3.5,2025-01-27,2025-01,Heartbreak Ridge
R23343,15715,3929,3.5,2025-01-27,2025-01,Bullet Train
R23344,16880,2697,2.0,2025-01-27,2025-01,Spawn
R23345,16715,2503,3.0,2025-01-27,2025-01,Selma
R23346,16826,2223,4.0,2025-01-27,2025-01,Monty Python and the Holy Grail
R23347,16890,2407,3.0,2025-01-27,2025-01,Munich
R23348,15077,3224,4.0,2025-01-27,2025-01,Ghost
R23349,15910,3021,4.0,2025-01-27,2025-01,The Dreamers
R23350,16414,2451,3.5,2025-01-27,2025-01,Elizabeth
R23351,15072,2616,3.5,2025-01-27,2025-01,Day Shift
R23352,16443,373,3.0,2025-01-27,2025-01,Sicario: Day of the Soldado
R23353,15986,2418,3.0,2025-01-27,2025-01,In the Heart of the Sea
R23354,15205,2640,3.5,2025-01-27,2025-01,We Have a Ghost
R23355,15814,908,5.0,2025-01-27,2025-01,Red Shoes and the Seven Dwarfs
R23356,16891,1779,4.5,2025-01-27,2025-01,Alice in Wonderland
R23357,16030,2596,3.5,2025-01-27,2025-01,Terrifier
R23358,16869,2885,5.0,2025-01-27,2025-01,Gone Baby Gone
R23359,16001,1341,3.5,2025-01-27,2025-01,Luther: The Fallen Sun
R23360,15362,1422,4.5,2025-01-27,2025-01,21 Jump Street
R23361,16079,4022,3.5,2025-01-27,2025-01,Mad Max: Fury Road
R23362,16559,158,4.0,2025-01-27,2025-01,Shang-Chi and the Legend of the Ten Rings
R23363,15638,1771,4.5,2025-01-27,2025-01,Super Mario Bros.
R23364,16711,2691,1.0,2025-01-27,2025-01,Shaun of the Dead
R23365,15891,634,4.5,2025-01-27,2025-01,Star Wars: Episode VIII - The Last Jedi
R23366,16300,3932,3.0,2025-01-27,2025-01,Infinity Pool
R23367,16691,1137,4.5,2025-01-27,2025-01,Bank of Dave
R23368,16496,1612,2.5,2025-01-27,2025-01,Solace
R23369,15807,665,5.0,2025-01-27,2025-01,Stargate
R23370,15074,3333,4.5,2025-01-27,2025-01,Legion of Super-Heroes
R23371,16715,2879,4.5,2025-01-27,2025-01,Mother!
R23372,15175,2312,3.5,2025-01-27,2025-01,Mona Lisa and the Blood Moon
R23373,15199,2616,3.5,2025-01-27,2025-01,Day Shift
R23374,15845,534,5.0,2025-01-27,2025-01,National Treasure
R23375,16066,1443,4.0,2025-01-27,2025-01,Furious 7
R23376,16604,1544,4.0,2025-01-27,2025-01,Heathers
R23377,16331,2132,2.0,2025-01-27,2025-01,Tangled
R23378,16079,4049,5.0,2025-01-27,2025-01,Eyes Wide Shut
R23379,15932,1687,5.0,2025-01-27,2025-01,"Lyle, Lyle, Crocodile"
R23380,16655,1887,5.0,2025-01-27,2025-01,Finding Dory
R23381,15205,2116,4.0,2025-01-27,2025-01,The Wizard of Oz
R23382,15202,4204,4.0,2025-01-27,2025-01,Benediction
R23383,15363,2349,4.0,2025-01-27,2025-01,The Woman King
R23384,16215,1597,0.0,2025-01-27,2025-01,22 Jump Street
R23385,15673,1665,4.0,2025-01-27,2025-01,Rambo: Last Blood
R23386,16898,2223,4.5,2025-01-27,2025-01,Monty Python and the Holy Grail
R23387,15991,1698,5.0,2025-01-27,2025-01,The Goonies
R23388,15475,3333,4.0,2025-01-27,2025-01,Legion of Super-Heroes
R23389,15635,2316,4.0,2025-01-27,2025-01,Hotel Transylvania
R23390,16660,622,5.0,2025-01-27,2025-01,Percy Jackson & the Olympians: The Lightning Thief
R23391,15941,2702,0.0,2025-01-27,2025-01,Rosemary's Baby
R23392,15727,3790,4.5,2025-01-27,2025-01,Varsity Blues
R23393,15152,224,5.0,2025-01-27,2025-01,Star Wars: Episode V - The Empire Strikes Back
R23394,16437,3053,4.5,2025-01-27,2025-01,Dirty Dancing
R23395,16266,2500,4.0,2025-01-27,2025-01,Patriots Day
R23396,16252,279,4.5,2025-01-27,2025-01,Batman
R23397,16808,3333,4.5,2025-01-27,2025-01,Legion of Super-Heroes
R23398,16276,574,4.0,2025-01-27,2025-01,Spider-Man: Homecoming
R23399,15635,558,5.0,2025-01-27,2025-01,Thor: Ragnarok
R23400,15119,1978,4.5,2025-01-27,2025-01,Clash of the Titans
R23401,15935,1552,3.5,2025-01-27,2025-01,RED
R23402,15955,3892,3.0,2025-01-27,2025-01,Fantasy Football
R23403,15955,3561,5.0,2025-01-27,2025-01,The Fly
R23404,16671,790,5.0,2025-01-27,2025-01,Tangled
R23405,15559,2803,3.5,2025-01-27,2025-01,The Little Things
R23406,16513,2778,4.5,2025-01-27,2025-01,Last Seen Alive
R23407,16292,1596,4.0,2025-01-27,2025-01,The Basketball Diaries
R23408,15134,1701,2.5,2025-01-27,2025-01,Matilda
R23409,15870,970,5.0,2025-01-27,2025-01,Cool World
R23410,15126,3757,5.0,2025-01-27,2025-01,Rocky Balboa
R23411,15684,3333,4.5,2025-01-27,2025-01,Legion of Super-Heroes
R23412,15693,2747,3.5,2025-01-27,2025-01,Videodrome
R23413,15107,917,4.0,2025-01-27,2025-01,Onward
